lipid	pheno	pval	beta	std
PC(34:5)	ADA2010_Cat	0.017567399407544176	0.016121360626573933	0.006783930854075121
PC(35:5)	ADA2010_Cat	0.19856449949904756	0.009068779465029445	0.007051710680851642
PC(36:6) (a)	ADA2010_Cat	0.36407696101277087	0.006185664533307225	0.006813816972049783
PC(38:2)	ADA2010_Cat	0.039712523995123795	-0.010358003130213081	0.005033167511092035
PC(38:4) (b)	ADA2010_Cat	0.19383843861752625	0.005994452782731002	0.004612166607225359
PC(38:5) (a)	ADA2010_Cat	0.9681361246434786	-0.00013696560831914784	0.003428373284513058
PC(38:5) (b)	ADA2010_Cat	0.03206116045251694	-0.011819796803875557	0.005510367901763209
PC(38:6) (a)	ADA2010_Cat	0.0001430079025003978	-0.01765667253303055	0.00463478794629727
PC(38:7) (c)	ADA2010_Cat	0.18452569193511925	0.007595370764900966	0.005722142564007447
PC(39:5) (a)	ADA2010_Cat	0.47415226845618497	0.006048205898090249	0.008448838888080436
PC(39:5) (b)	ADA2010_Cat	0.7869384228888677	0.0014168221406800144	0.005241252287812577
PC(40:7) (a)	ADA2010_Cat	0.6855272403758055	0.0031173785679579	0.007697499244688906
PC(40:8)	ADA2010_Cat	0.3680702940649593	-0.00465383537452959	0.005169325813911368
PC(42:10)	ADA2010_Cat	0.021504748503187128	-0.0165967853768927	0.007213968067846476
PC(42:2) (a)	ADA2010_Cat	0.9596835523695171	0.0005845315204050239	0.011561957010875685
PC(42:2) (b)	ADA2010_Cat	0.23503218549329163	-0.008068425711144002	0.006792628810449347
PC(42:3) (a)	ADA2010_Cat	0.5319337942430534	0.0043442623510134	0.0069490905346698715
PC(42:3) (b)	ADA2010_Cat	0.9684362893572228	-0.0002987022631352372	0.007547928781422557
PC(42:4) (a)	ADA2010_Cat	0.03983895734074449	-0.012559277166881648	0.00610671091065738
PC(42:4) (b)	ADA2010_Cat	0.18960113260398792	0.008798243923758695	0.006705132889518475
PC(42:5) (a)	ADA2010_Cat	0.18450987193659285	-0.014660645709387764	0.011044527380005886
PC(42:5) (b)	ADA2010_Cat	0.7751165650702737	0.0016828488071156389	0.0058897748038915934
PC(42:6) (a)	ADA2010_Cat	0.6403380577048385	0.0034167121795621175	0.00731174635033391
PC(42:6) (b)	ADA2010_Cat	0.14881722773853281	0.010562694845188372	0.007313731681562967
PC(42:7)	ADA2010_Cat	0.1506269660120472	0.011007821210267596	0.0076559044188507204
PC(42:8) (a)	ADA2010_Cat	0.9263738051186853	0.0007878618041584767	0.00852491899411086
PC(42:8) (b)	ADA2010_Cat	0.018070701244253275	0.01817530050238684	0.007682073037228603
PC(42:8) (c)	ADA2010_Cat	0.40106108481460656	0.010346409712060814	0.012318762351606373
PC(42:9) (a)	ADA2010_Cat	0.15872590908550688	-0.010006991883296401	0.007097923428400147
PC(42:9) (b)	ADA2010_Cat	0.8441309218019857	-0.0016136001547018275	0.008206045915987515
PC(44:12)	ADA2010_Cat	0.1637098472100747	0.013705171970269617	0.00983741917294877
PC(44:4) (a)	ADA2010_Cat	0.8861472860189332	-0.0013432164234090226	0.00938016455438191
PC(44:4) (b)	ADA2010_Cat	0.09727575777474223	-0.012982317834932706	0.007825796870946753
PC(44:5)	ADA2010_Cat	0.9864557889639424	-0.00011876248195172995	0.006995123913712799
PC(O-16:0/16:0)	ADA2010_Cat	0.0018357605121594477	-0.01764316620416978	0.005655975372156563
PC(O-16:0/20:3)	ADA2010_Cat	0.498446297390304	0.004223551503452189	0.006238181088034122
PC(O-16:0/20:4)	ADA2010_Cat	0.0366277489146244	0.010350201431135464	0.004949492503237653
PC(O-16:0/22:6)	ADA2010_Cat	0.005790788521179727	0.01837132396229621	0.006651214097847171
PC(O-18:0/18:1)	ADA2010_Cat	0.9147965269909604	0.0005025972541934653	0.0046970486096099846
PC(O-18:0/18:2)	ADA2010_Cat	0.16217559269082787	0.007581388337816242	0.005422012498798054
PC(O-18:0/20:4)	ADA2010_Cat	0.0012222900425799233	0.016426318934501735	0.005073234093324958
PC(O-18:0/22:6)	ADA2010_Cat	0.0005398721221558721	0.01939253285709651	0.005596276282396298
PC(O-18:1/18:1)	ADA2010_Cat	0.00500512849155136	-0.013059935273221315	0.004648430820958084
PC(O-18:1/18:2)	ADA2010_Cat	0.18094723474944593	-0.008224871247170973	0.0061459062325013
PC(O-32:1)	ADA2010_Cat	0.010301499080275415	-0.03452908188078323	0.013447200586352927
PC(O-32:2)	ADA2010_Cat	0.4256393725769504	-0.008509801563221939	0.010679654223019513
PC(O-34:1)	ADA2010_Cat	0.0005815354275907872	-0.016445389842453723	0.004773553092229899
PC(O-34:2)	ADA2010_Cat	0.6312893995030289	0.003484987754825336	0.007260695617501214
PC(O-34:4)	ADA2010_Cat	0.13330946054647294	0.01785272274976764	0.011888078612755369
PC(O-35:4)	ADA2010_Cat	0.1038103635999851	0.0030514222297593763	0.0018751107614752283
PC(O-36:0)	ADA2010_Cat	0.14438874631103477	-0.014240220012149918	0.009752504722116634
PC(O-36:5)	ADA2010_Cat	0.5303945754421371	0.004761371177975468	0.007587804641886161
PC(O-38:5)	ADA2010_Cat	0.6122961064841219	0.0026409457144603576	0.005210291562029333
PC(O-40:5)	ADA2010_Cat	0.04178847105469295	0.008917132389106144	0.004377988098537763
PC(O-40:7)	ADA2010_Cat	0.10422449376621157	0.010736255191354079	0.0066053761293871326
PC(O-42:4) (a)	ADA2010_Cat	0.15329927568024485	0.00909060019702329	0.006363883839569602
PC(O-42:4) (b)	ADA2010_Cat	0.004101977184570042	0.015829956272853968	0.005509471592092967
PC(O-42:5) (a)	ADA2010_Cat	0.1963857720703437	0.006889609542773456	0.0053312395767151225
PC(O-42:5) (b)	ADA2010_Cat	0.05821917731868413	0.016549626012292845	0.00873316735531436
PC(O-42:5) (c)	ADA2010_Cat	0.14650800429796176	0.01523182424644541	0.010486699710403788
PC(O-42:6)	ADA2010_Cat	0.4792965121915649	0.004211344986490589	0.005951967767967229
PC(O-42:7)	ADA2010_Cat	7.758251899753037e-05	0.02305696769972384	0.005823615767350019
PC(O-44:6) (a)	ADA2010_Cat	0.8744086620577748	-0.0010403844521350708	0.006581400551964395
PC(O-44:6) (b)	ADA2010_Cat	0.6832641783442709	0.003789316069108928	0.009286014487803312
PC(O-44:7)	ADA2010_Cat	0.09678055911037468	0.009524996783103631	0.005733200780577976
PC(O-46:7) (a)	ADA2010_Cat	0.6085100568192889	-0.005142896092801177	0.010039329477137359
PC(O-46:7) (b)	ADA2010_Cat	0.04805669852428727	0.011438466574025224	0.005782934138428476
PC(O-46:8)	ADA2010_Cat	0.22278708765321328	0.008238432441128637	0.006755610595968061
PC(P-15:0/20:4) (a)	ADA2010_Cat	0.5337429004318458	0.010768807170318744	0.01730204895112244
PC(P-15:0/20:4) (b)	ADA2010_Cat	0.39234732463962596	0.007692187548719712	0.008991068753932867
PC(P-16:0/14:0)	ADA2010_Cat	0.31365483496844687	-0.008516147175711683	0.008450123047468658
PC(P-16:0/16:0)	ADA2010_Cat	0.254385568516392	-0.00883136763855391	0.007746409578182862
PC(P-16:0/16:1)	ADA2010_Cat	0.006569066985618655	-0.02020362688988865	0.007426365361895042
PC(P-16:0/18:0)	ADA2010_Cat	0.027822219806095005	0.009674107691671735	0.0043948367065899906
PC(P-16:0/18:1)	ADA2010_Cat	2.901767760740845e-06	-0.02535631604624064	0.0054066513370308045
PC(P-16:0/18:2)	ADA2010_Cat	0.0010004243504043438	-0.018057318713440906	0.005480496044198765
PC(P-16:0/18:3)	ADA2010_Cat	0.07746063737171728	-0.013123050206152703	0.007429094501983735
PC(P-16:0/20:4)	ADA2010_Cat	0.05104447665378721	0.008567431254376867	0.004388667291792171
PC(P-16:0/20:5)	ADA2010_Cat	0.7549250719584315	-0.0023158020967294635	0.007417905549085521
PC(P-16:0/22:6)	ADA2010_Cat	0.3289481255540383	0.005295310835810557	0.005423015236858155
PC(P-17:0/20:4) (a)	ADA2010_Cat	0.9598026793596857	-0.0002850039197801746	0.005654061048846239
PC(P-17:0/20:4) (b)	ADA2010_Cat	0.002142550884167794	0.01645387914227006	0.0053537025512567435
PC(P-18:0/18:2)	ADA2010_Cat	0.3187621601835845	0.005677437864016144	0.005693204032418688
PC(P-18:0/20:4)	ADA2010_Cat	2.770632606220062e-09	0.03233394766928614	0.005416738466048843
PC(P-18:0/22:5)	ADA2010_Cat	3.847536899552247e-07	0.028231851810352496	0.005544543454754666
PC(P-18:0/22:6)	ADA2010_Cat	2.256690873686799e-06	0.03612867904674508	0.007619605846628378
PC(P-18:1/18:1)	ADA2010_Cat	0.019739687669118575	-0.016529868814917678	0.007085349629266354
PC(P-18:1/22:6)	ADA2010_Cat	3.861523509924085e-05	0.030141765269178486	0.007308842709850746
PC(P-20:0/20:4)	ADA2010_Cat	8.070594352798984e-14	0.05385978861238132	0.007164485196793679
PC(P-35:2) (a)	ADA2010_Cat	0.0019441912773590132	-0.020325871667358962	0.006551738383555825
PC(P-35:2) (b)	ADA2010_Cat	0.9025661100386608	0.0007342231515293923	0.00599686582740376
PC(P-36:3)	ADA2010_Cat	0.9557384496034426	-0.0002642302463679441	0.004760182030178557
PC(P-38:5) (a)	ADA2010_Cat	0.0017149541107790325	0.01499267358694939	0.004775535030465668
PC(P-38:5) (b)	ADA2010_Cat	0.8923762416628698	-0.0009461505195853398	0.0069922753629408745
PC(P-42:5)	ADA2010_Cat	1.8000783117395476e-07	0.03607378223779353	0.006890009002782883
PC(P-44:5)	ADA2010_Cat	5.360332634160566e-08	0.031575733746688234	0.0057853544571570634
PC(P-46:7)	ADA2010_Cat	0.001369445615989921	0.03262743255537264	0.010179821526445301
PC(P-46:8)	ADA2010_Cat	0.13290173550260326	0.014176160854708004	0.00942994442745056
LPC(14:0) [sn1]	ADA2010_Cat	0.012807611686868083	0.015377089525669824	0.0061727852180777035
LPC(14:0) [sn2]	ADA2010_Cat	0.04494753103344467	0.012379115058248284	0.006170154676900115
LPC(15-MHDA) [sn1] / LPC(17:0) [sn2]	ADA2010_Cat	0.0006474894106831184	0.013315997374382119	0.003898353093155636
LPC(15-MHDA) [sn1] [104_sn1]	ADA2010_Cat	0.10063973777097655	0.009447122240946668	0.0057518495547264886
LPC(15-MHDA) [sn2]	ADA2010_Cat	0.004752250209722106	0.015884259868256007	0.005620271321263947
LPC(15:0) [sn1]	ADA2010_Cat	0.6931178569581662	-0.0018402421293061272	0.004662626976790877
LPC(15:0) [sn2]	ADA2010_Cat	0.9044297571485304	0.0005977810399194483	0.004978138693321196
LPC(16:0) [sn1]	ADA2010_Cat	0.024532532031736824	0.011560750576501105	0.005137578963776207
LPC(16:0) [sn2]	ADA2010_Cat	0.00104409606484553	0.014977374998569881	0.004562452255936334
LPC(16:1) [sn1]	ADA2010_Cat	0.07997510038882853	0.009157605968442409	0.005228020046165714
LPC(16:1) [sn2]	ADA2010_Cat	0.0481418520772593	0.01038747524965189	0.0052535872784334175
LPC(17:0) [sn1]	ADA2010_Cat	0.16329330964924943	0.0064280956047390175	0.004609451653159597
LPC(17:1) (a) [sn1] [104_sn1]	ADA2010_Cat	0.12590818682462324	0.007846164005442989	0.005124795652205311
LPC(17:1) [sn1] (a) / LPC(17:1) [sn2] (b)	ADA2010_Cat	0.005289569898492919	0.013714933573372834	0.004912872634605069
LPC(17:1) [sn1] (b)	ADA2010_Cat	0.06579603343078694	0.014409400574057846	0.007828100931919258
LPC(17:1) [sn2] (a)	ADA2010_Cat	0.10933590096468955	0.009333305174727184	0.005826638279960479
LPC(18:0) [sn1]	ADA2010_Cat	0.39347719572204687	-0.004583633627634129	0.005370422112189946
LPC(18:0) [sn2]	ADA2010_Cat	0.653894784803016	-0.002152264441755966	0.004799669958306382
LPC(18:1) [sn1]	ADA2010_Cat	0.12894325783461694	0.004904902640089054	0.0032293476451238333
LPC(18:1) [sn2]	ADA2010_Cat	0.5725338785968046	0.00199845084289188	0.0035407899604990144
LPC(18:2) [sn1]	ADA2010_Cat	0.05996944718394643	-0.0089097724733177	0.004734233772420404
LPC(18:2) [sn2]	ADA2010_Cat	0.31484215794931636	-0.004257933969246563	0.004235304137727282
LPC(18:3) (a) [sn1] [104_sn1]	ADA2010_Cat	0.0488454501392585	0.011494711246756259	0.005831827021593827
LPC(18:3) [sn1] (a)/LPC(18:3) [sn2] (b)	ADA2010_Cat	0.31192669866883355	0.00505725448307081	0.0050001535004461205
LPC(18:3) [sn1] (b)	ADA2010_Cat	0.3056726912079829	0.005031643709609401	0.0049109197144178865
LPC(18:3) [sn2] (a)	ADA2010_Cat	0.08556657660333551	0.009772771075549927	0.005681726703540952
LPC(19:0) (a) [sn1] [104_sn1]	ADA2010_Cat	0.9844027223734595	-0.00015935781458264325	0.008150563089258062
LPC(19:0) [sn1] (a) / LPC(19:0) [sn2] (b)	ADA2010_Cat	0.8249338344965407	0.001322477806089399	0.0059778398698879225
LPC(19:0) [sn1] (b)	ADA2010_Cat	0.6017674023475417	0.003043474913265419	0.0058311264923173395
LPC(19:0) [sn2] (a)	ADA2010_Cat	0.5966790092470313	-0.005280460706237576	0.009977078238684984
LPC(19:1) (a)	ADA2010_Cat	0.11576131948991128	0.01193739938885656	0.007586828768389317
LPC(19:1) (b)	ADA2010_Cat	0.003870477693952111	0.016780254840256616	0.005803107691051261
LPC(19:1) (c)	ADA2010_Cat	0.728683991410985	0.0046666671712964234	0.013451679125763701
LPC(20:0) [sn1]	ADA2010_Cat	0.025515252154958656	-0.012874372030483895	0.0057602643463282675
LPC(20:0) [sn2]	ADA2010_Cat	0.19713181901804677	-0.008180717195491835	0.006340871500538743
LPC(20:1) [sn1]	ADA2010_Cat	0.0065964329488378305	0.01313587325666992	0.0048308793033674385
LPC(20:1) [sn2]	ADA2010_Cat	0.017383842088169135	0.014090850671123215	0.005919811704398093
LPC(20:2) [sn1]	ADA2010_Cat	0.3582759323038476	0.005039953952597889	0.005485081015457486
LPC(20:2) [sn2]	ADA2010_Cat	0.5923001998015077	0.003154504087728202	0.005889840015068447
LPC(20:3) [sn1]	ADA2010_Cat	0.13637181305656398	0.008823672594400978	0.005921992867019198
LPC(20:3) [sn2]	ADA2010_Cat	0.1403778869940137	0.010325877885112342	0.007000989225561492
LPC(20:4) [sn1]	ADA2010_Cat	0.9830048433473649	-7.756001518112454e-05	0.003640580002992929
LPC(20:4) [sn2]	ADA2010_Cat	0.7413613474559662	0.001355074964157335	0.004105134837574209
LPC(20:5) [sn1]	ADA2010_Cat	0.000855183767726686	0.01629327650372607	0.004879860100191439
LPC(20:5) [sn2]	ADA2010_Cat	0.10348067969645428	0.009346711747720102	0.005738107568435258
LPC(22:0) [sn1]	ADA2010_Cat	0.08974038393244901	-0.010940563080248968	0.006445040028156546
LPC(22:0) [sn2]	ADA2010_Cat	0.879817127814509	-0.0011778616810347586	0.007789131753593007
LPC(22:1) [sn1]	ADA2010_Cat	0.2447546006233439	0.009844259004831248	0.008460933633707299
LPC(22:1) [sn2]	ADA2010_Cat	0.026923516784045566	0.021869704489001073	0.00987743539415381
LPC(22:4) [sn1]	ADA2010_Cat	0.03863970770200941	0.012825999502992222	0.006198400204920148
LPC(22:4) [sn2]	ADA2010_Cat	0.015164112410512808	0.014488725979344974	0.00596160538900434
LPC(22:5) (n3) [sn1] [104_sn1]	ADA2010_Cat	0.9580647419027442	0.0003468255820530397	0.006595113992030031
LPC(22:5) [sn1] (n3)/LPC(22:5) [sn2] (n6)	ADA2010_Cat	0.15456616291692635	-0.007807055840516303	0.005482189619796188
LPC(22:5) [sn1] (n6)	ADA2010_Cat	0.5248164909452462	-0.004565865770023977	0.007178582917261519
LPC(22:5) [sn2] (n3)	ADA2010_Cat	0.5571872894417893	-0.003999382579143014	0.006811934018804601
LPC(22:6) [sn1]	ADA2010_Cat	0.40113252489054474	-0.003609467380987934	0.004298198026179457
LPC(22:6) [sn2]	ADA2010_Cat	0.8224514631886047	-0.001026927349749282	0.004575920473600513
LPC(24:0) [sn1]	ADA2010_Cat	0.021569240304529447	-0.016204794109611037	0.007047065903327752
LPC(24:0) [sn2]	ADA2010_Cat	0.8609438080042444	0.0013624679582527055	0.00777693788241406
LPC(26:0) [sn1]	ADA2010_Cat	0.40518347427321855	0.004595533252355191	0.005519764853486127
LPC(26:0) [sn2]	ADA2010_Cat	0.964844149024185	-0.0002918051325015991	0.006619807366772735
LPC(O-16:0)	ADA2010_Cat	0.023164187219378754	-0.010710444263459268	0.00471347193454545
LPC(O-18:0)	ADA2010_Cat	0.013357273062156403	-0.01559926565319051	0.006299929606939513
LPC(O-18:1)	ADA2010_Cat	0.003099986155954688	-0.013290254429022944	0.004488550722504671
LPC(O-20:0)	ADA2010_Cat	0.06054509973504505	-0.012933018402899475	0.006887443758694857
LPC(O-20:1)	ADA2010_Cat	0.06328390571137035	-0.01163554240323586	0.006261961662157265
LPC(O-22:0)	ADA2010_Cat	0.7399061731053551	-0.0020635665153693333	0.006215197360695761
LPC(O-22:1)	ADA2010_Cat	0.01720496335932171	-0.015084132828648109	0.0063269563758257714
LPC(O-24:0)	ADA2010_Cat	0.727564811238046	-0.00257108336238894	0.007379453703834741
LPC(O-24:1)	ADA2010_Cat	0.004177104231596846	-0.0193566702870782	0.006750444928590576
LPC(O-24:2)	ADA2010_Cat	0.0013145660641565105	-0.023598215768385333	0.007335661486586463
LPC(P-16:0)	ADA2010_Cat	0.3921854996535781	-0.004002111706913308	0.004676298024857429
LPC(P-17:0) (a)	ADA2010_Cat	0.14922196623058753	-0.01177762522341129	0.008163091181842452
LPC(P-17:0) (b)	ADA2010_Cat	0.06366083319787028	0.014441583371043912	0.007783192010799562
LPC(P-18:0)	ADA2010_Cat	0.01428002937315762	0.013404002619633856	0.005466355166159187
LPC(P-18:1)	ADA2010_Cat	0.3820665824501268	0.005933209282585623	0.006786471995017247
LPC(P-20:0)	ADA2010_Cat	0.023222587483392385	0.027688772579273047	0.012190501964294395
PE(15-MHDA_18:1)	ADA2010_Cat	0.9927842611758144	-0.00010137991641007496	0.011208717708512592
PE(15-MHDA_18:2)	ADA2010_Cat	0.3239931836029112	0.009911138457567838	0.010046706252969806
PE(15-MHDA_20:4)	ADA2010_Cat	0.13841534936433542	0.016923902464123848	0.011417665112204744
PE(15-MHDA_22:6)	ADA2010_Cat	0.5475595977035056	0.009380962944605168	0.015595583834901523
PE(16:0_16:0)	ADA2010_Cat	0.8201612864052519	0.0032107150296778603	0.014121431716009531
PE(16:0_16:1)	ADA2010_Cat	0.6323498386918256	-0.004114649087239297	0.008599258172058215
PE(16:0_18:1)	ADA2010_Cat	0.00349505908571425	-0.0170148071322255	0.005819749268654541
PE(16:0_18:2)	ADA2010_Cat	0.892499651728028	-0.0005611181505847385	0.004151585063298973
PE(16:0_18:3) (a)	ADA2010_Cat	0.08814783696082729	0.016261294097443507	0.00953178570082726
PE(16:0_18:3) (b)	ADA2010_Cat	0.980371257626153	0.00024167265764229312	0.009821592968478714
PE(16:0_20:3)	ADA2010_Cat	0.8741595219584694	0.0008654504384188119	0.005463850112717424
PE(16:0_20:4)	ADA2010_Cat	0.2538141917541605	0.004947567228148028	0.004334524913080302
PE(16:0_20:5)	ADA2010_Cat	0.7288646440194535	-0.002875331416342275	0.00829389881545733
PE(16:0_22:6)	ADA2010_Cat	0.9250834079856713	0.0005394940188050562	0.005736662263146429
PE(16:1_18:2)	ADA2010_Cat	0.12921937807637915	0.017663677758536965	0.011638017291518905
PE(16:1_20:4)	ADA2010_Cat	0.002546772120641107	0.03773376088576884	0.0124896761333812
PE(17:0_18:1)	ADA2010_Cat	0.03900462738701136	-0.01696432634200956	0.00821368978653543
PE(17:0_18:2)	ADA2010_Cat	0.2944251426172639	-0.006685519733648372	0.0063749725604899336
PE(17:0_20:4)	ADA2010_Cat	0.9061889000753223	-0.0007581249963584599	0.006432389359436639
PE(17:0_22:6)	ADA2010_Cat	0.7846436792574297	-0.0026783141817343058	0.009799691972807
PE(18:0_18:1)	ADA2010_Cat	0.005617585762147562	-0.01752827396400876	0.0063232506258538886
PE(18:0_18:2)	ADA2010_Cat	0.002459605238735324	-0.012020535228737389	0.003964858344940224
PE(18:0_20:3) (a)	ADA2010_Cat	0.89004377060711	-0.0007443964209360235	0.005383845179700634
PE(18:0_20:3) (b)	ADA2010_Cat	0.3485333544978023	-0.007507690259579189	0.00800702438846073
PE(18:0_20:4)	ADA2010_Cat	0.7956988457820738	0.0012588449888850384	0.004861363609308062
PE(18:0_22:4)	ADA2010_Cat	0.001476358354599727	0.024052427964353723	0.007555799487207023
PE(18:0_22:5) (n3)	ADA2010_Cat	0.778129886748657	0.0017484325847708995	0.006204703254331706
PE(18:0_22:5) (n6)	ADA2010_Cat	0.37401917913854144	-0.006613640440271608	0.007438153427196439
PE(18:0_22:6)	ADA2010_Cat	0.061122610322133085	-0.009570496433475642	0.005108170100440187
PE(18:1_18:1)	ADA2010_Cat	0.181964028963848	-0.009792257213980672	0.00733417824481712
PE(18:1_18:2)	ADA2010_Cat	0.09540239267197811	0.009256435539827343	0.005548490365952207
PE(18:1_22:6) (a)	ADA2010_Cat	1.1627111266445995e-06	0.03407094351953084	0.006988155007394187
PE(18:1_22:6) (b)	ADA2010_Cat	0.5835805839274648	0.005563669581961271	0.010148179676148885
PE(20:0_20:4)	ADA2010_Cat	0.05472551822104208	0.020817422454772937	0.01083071321180242
PE(36:0)	ADA2010_Cat	0.6364086751722873	0.007339035966602448	0.015522768210906666
PE(38:5) (a)	ADA2010_Cat	0.00010318642923490668	0.017954563951756777	0.00461547792006697
PE(38:5) (b)	ADA2010_Cat	0.8018478702829768	-0.0016195353132192059	0.006452675509186075
PE(O-16:0/18:2)	ADA2010_Cat	0.15525543807049433	-0.012721448380319203	0.008948062683317035
PE(O-16:0/20:3)	ADA2010_Cat	0.8113693437997249	-0.0025181261640553065	0.010549842182336393
PE(O-16:0/20:4)	ADA2010_Cat	0.34070640387357	-0.006482338445902208	0.006802198745763473
PE(O-16:0/22:4)	ADA2010_Cat	0.09983729750310696	0.012967671504188809	0.007876684252726033
PE(O-16:0/22:6)	ADA2010_Cat	0.5564493603656072	-0.003721360158268329	0.0063265468894484036
PE(O-18:0/20:4)	ADA2010_Cat	0.562390353391245	0.007150311803509918	0.012341261435682855
PE(O-18:0/22:5)	ADA2010_Cat	0.3808085178628774	0.007014834647890003	0.008002470901833859
PE(O-18:0/22:6)	ADA2010_Cat	0.9927998360050997	-6.26074416395922e-05	0.00693694742202274
PE(O-18:1/18:2)	ADA2010_Cat	0.6577987502901432	-0.003688973356910513	0.008326980207485594
PE(O-18:1/22:6)	ADA2010_Cat	0.26566852449183487	-0.008533564664458329	0.007664584249865703
PE(O-34:1)	ADA2010_Cat	0.7170758904861718	0.002657400730867926	0.007332457333424544
PE(O-36:5)	ADA2010_Cat	0.1709437091535289	-0.01762314501370857	0.012867131618411723
PE(O-38:5) (a)	ADA2010_Cat	0.8895891541162867	-0.0007836578983226594	0.005644316875562298
PE(O-38:5) (b)	ADA2010_Cat	0.15131216083796292	-0.01093895640495919	0.007620784560174535
PE(P-15:0/20:4) (a)	ADA2010_Cat	0.47984173438723676	0.019237736103943623	0.02722279516870103
PE(P-15:0/20:4) (b)	ADA2010_Cat	0.907460512346284	-0.002488378516932399	0.021404360057085257
PE(P-15:0/22:6) (a)	ADA2010_Cat	0.011282321702309181	-0.054127827886870164	0.02134404983475307
PE(P-15:0/22:6) (b)	ADA2010_Cat	0.18676251935287067	-0.025762281671527706	0.01950758982557547
PE(P-16:0/18:1)	ADA2010_Cat	0.03557753202321766	-0.010962776948965844	0.005212880368633645
PE(P-16:0/18:2)	ADA2010_Cat	0.5743099234672966	-0.003953536584091422	0.007037274883048727
PE(P-16:0/18:3)	ADA2010_Cat	0.39655666289446534	-0.015295486255430805	0.01803814182802307
PE(P-16:0/20:3) (a)	ADA2010_Cat	0.9414166726707373	0.0005733561374010321	0.007800997209857824
PE(P-16:0/20:3) (b)	ADA2010_Cat	0.728043390534886	0.003345620678030181	0.009620108115405843
PE(P-16:0/20:4)	ADA2010_Cat	0.317620199243355	-0.006010051137773753	0.006012533114754421
PE(P-16:0/20:5)	ADA2010_Cat	0.12673630099747657	-0.013422463421981945	0.008786188767723422
PE(P-16:0/22:4)	ADA2010_Cat	0.23465634269889177	-0.008477433065643109	0.007131232527448638
PE(P-16:0/22:5) (n3)	ADA2010_Cat	0.020721896103447882	-0.0166900608507195	0.007210516984981232
PE(P-16:0/22:5) (n6)	ADA2010_Cat	0.06672135652488168	-0.015130493033437949	0.008247948802737506
PE(P-16:0/22:6)	ADA2010_Cat	0.7760581941196655	0.0014827667624691676	0.00521193431183213
PE(P-17:0/20:4) (a)	ADA2010_Cat	0.9717095590259512	0.0003267328430587163	0.009211974271491763
PE(P-17:0/20:4) (b)	ADA2010_Cat	0.2154441814178245	0.008149828940807242	0.0065772680816345965
PE(P-17:0/22:6) (a)	ADA2010_Cat	0.1878479148403328	-0.013017791105512058	0.009881565514024618
PE(P-17:0/22:6) (b)	ADA2010_Cat	0.9651623571338797	-0.0003682338903510801	0.008429999920759438
PE(P-18:0/18:1)	ADA2010_Cat	0.19924034387194464	0.00647386377391769	0.005041537416037038
PE(P-18:0/18:2)	ADA2010_Cat	0.6807941581136274	0.002472426662448929	0.006009286540798383
PE(P-18:0/18:3)	ADA2010_Cat	0.9526510203299192	0.0007038184761687556	0.011851831127382079
PE(P-18:0/20:3) (a)	ADA2010_Cat	0.9906422201408607	-9.038595319049714e-05	0.007705643044293487
PE(P-18:0/20:3) (b)	ADA2010_Cat	0.48372446814909276	0.0060669612752343866	0.00866160091997436
PE(P-18:0/20:4)	ADA2010_Cat	0.5421708732285011	0.002817913140853584	0.0046223450411835496
PE(P-18:0/20:5)	ADA2010_Cat	0.05694224354370566	-0.014927827218476741	0.007837140346386266
PE(P-18:0/22:4)	ADA2010_Cat	0.17361122445206856	0.009306134835289262	0.006837053945565275
PE(P-18:0/22:5) (n3)	ADA2010_Cat	0.49355242857380366	-0.004976460565473684	0.007267199048230506
PE(P-18:0/22:5) (n6)	ADA2010_Cat	0.1195706718041495	-0.013489113549161144	0.008662506884131935
PE(P-18:0/22:6)	ADA2010_Cat	0.24028312533036064	0.0050892931713092115	0.00433280011177321
PE(P-18:1/18:1) (a)	ADA2010_Cat	0.18211913855623146	-0.007992502577277766	0.005988328582138629
PE(P-18:1/18:1) (b)	ADA2010_Cat	0.7617644473973455	-0.002793209026198111	0.009212364777922316
PE(P-18:1/18:2) (a)	ADA2010_Cat	0.7216106098942954	-0.0022564855671323714	0.006332169308736628
PE(P-18:1/18:2) (b)	ADA2010_Cat	0.7724845699466808	-0.0027975861452052414	0.00967480244700721
PE(P-18:1/20:3) (a)	ADA2010_Cat	0.8852831383939728	0.0013428506022116898	0.009306482629901993
PE(P-18:1/20:3) (b)	ADA2010_Cat	0.9165442330610688	-0.0009012617251885138	0.008599843624752756
PE(P-18:1/20:4) (a)	ADA2010_Cat	0.703926908836367	-0.0021937619256369306	0.005771928615540277
PE(P-18:1/20:4) (b)	ADA2010_Cat	0.5384429612625399	-0.004823151874076004	0.007839138309185293
PE(P-18:1/20:5) (a)	ADA2010_Cat	0.149875086350952	-0.01571558899649079	0.01090999930715525
PE(P-18:1/20:5) (b)	ADA2010_Cat	0.9449722635976824	0.0012325759668898872	0.01785573876618915
PE(P-18:1/22:4)	ADA2010_Cat	0.7347225320097592	-0.0029599003312973104	0.00873402160540438
PE(P-18:1/22:5) (a)	ADA2010_Cat	0.11487503618757279	-0.012692291043213177	0.008046953437006493
PE(P-18:1/22:5) (b)	ADA2010_Cat	0.005601246428723442	-0.02528525121819239	0.009118417762214694
PE(P-18:1/22:6) (a)	ADA2010_Cat	0.7021088439337126	0.0021904931594987076	0.0057264036322842585
