lipid	pheno	pval	beta	std	fdr_pval
PS(36:1)	ADA2010_Cat	0.4283487363196862	0.0055553182839723	0.007012801076086	0.7369721318564743
PS(36:2)	ADA2010_Cat	0.8114172996487817	0.0015390772514029	0.006449721547206	0.9393443497840324
PS(38:3)	ADA2010_Cat	0.5473092200205241	0.0045861840691961	0.0076196248962603	0.8027419610828143
PS(38:4)	ADA2010_Cat	0.8120836429414877	-0.0018399807342223	0.0077385662868742	0.9393443497840324
PS(38:5)	ADA2010_Cat	0.9989185129321634	1.505401799800632e-05	0.0111050686372444	0.9989185129321634
PS(40:5)	ADA2010_Cat	0.2166061029058888	0.0101467379503535	0.0082095929626489	0.5382726509337955
PS(40:6)	ADA2010_Cat	0.7161003950496531	-0.0031923934746792	0.0087769998315308	0.8937794404379129
PG(34:1)	ADA2010_Cat	0.6383949050294649	-0.0047432847809402	0.0100918817875115	0.8635386353755738
PG(36:1)	ADA2010_Cat	0.7853010178445885	-0.0034313782065725	0.0125944761404928	0.9245387869659695
PG(36:2)	ADA2010_Cat	0.330942867678191	-0.0099970385028841	0.0102804362384304	0.6571353592653074
CE(14:0)	ADA2010_Cat	0.6912465272519608	-0.0032636942165251	0.0082164071143754	0.8819678745999061
CE(15:0)	ADA2010_Cat	0.4548211662957834	0.0050008825376382	0.0066898290732424	0.753564028496301
CE(16:0)	ADA2010_Cat	0.4111003576282541	0.0045471060708681	0.0055309740978537	0.7290882410928439
CE(16:1)	ADA2010_Cat	0.0366503802820969	-0.0131086594826116	0.0062693152043009	0.2453210938237131
CE(16:2)	ADA2010_Cat	0.6848088416305358	0.0042094910129128	0.0103691226831713	0.8805476767971496
CE(17:0)	ADA2010_Cat	0.3346978630956361	0.005134621255914	0.0053213583029824	0.6598556445828455
CE(17:1)	ADA2010_Cat	0.4759110230135479	-0.0041896207023589	0.0058758991933471	0.7610908460524947
CE(18:0)	ADA2010_Cat	0.0340574034411003	0.0115043600775086	0.0054247262498606	0.24299024888868168
CE(18:1)	ADA2010_Cat	0.6201055815371896	-0.0035762822631303	0.0072135695904844	0.8491144160041038
CE(18:2)	ADA2010_Cat	0.8882622164272049	0.0009499250287519	0.0067600753568912	0.9700758416244475
CE(18:3)	ADA2010_Cat	0.1492034372927411	-0.0083701480178028	0.0058010801490572	0.45831693803010815
CE(20:0)	ADA2010_Cat	0.0273194116957071	0.0150344818885178	0.0068078326758455	0.2223050167395774
CE(20:1)	ADA2010_Cat	0.6746683841793921	-0.002644022819592	0.0062981985848906	0.8777033838070463
CE(20:2)	ADA2010_Cat	0.0933639325041408	-0.0104764632446077	0.0062410128295127	0.36552860367187195
CE(20:3)	ADA2010_Cat	0.0006954086169197	-0.0149464643243428	0.0044008739927433	0.021377376001605594
CE(20:4)	ADA2010_Cat	0.7127000750252842	-0.0020506868693513	0.005568279308228	0.8937794404379129
CE(20:5)	ADA2010_Cat	0.1392131787207153	-0.0097772565863441	0.0066095245291708	0.4461271750509409
CE(22:0)	ADA2010_Cat	0.0081354450094907	0.0148481165371071	0.005605545835555	0.10718125964884573
CE(22:1)	ADA2010_Cat	0.7212956517419227	-0.003185169209478	0.0089276988745113	0.8971664439050532
CE(22:4)	ADA2010_Cat	0.777609697748839	0.0015672036855917	0.0055482063966129	0.919396081383955
CE(22:5)	ADA2010_Cat	0.3896571615181055	-0.0042509606967874	0.0049406170931945	0.7171643602132806
CE(22:6)	ADA2010_Cat	0.663319592998542	-0.0021024274506738	0.0048287935843562	0.8745952409325812
CE(24:0)	ADA2010_Cat	0.0011128210646142	0.0187083522433482	0.0057305265359079	0.030788049454326203
CE(24:1)	ADA2010_Cat	0.9108595639279706	-0.0007881947770595	0.0070395028033291	0.9786935687665042
CE(24:4)	ADA2010_Cat	0.8641231276056386	-0.0022682605987374	0.0132531971875725	0.9649961700535314
CE(24:5)	ADA2010_Cat	0.4728711308025073	-0.0127266319480195	0.0177265936612187	0.7598923869942995
CE(24:6)	ADA2010_Cat	0.2880157440298679	-0.0249682903969119	0.0234941733923446	0.6006358481024884
COH	ADA2010_Cat	0.3990747300473831	-0.0050710678910863	0.0060123613365078	0.7171643602132806
DE(16:0)	ADA2010_Cat	0.1651772007772023	0.0304973463985206	0.0219668685442264	0.47747154796182
DE(18:1)	ADA2010_Cat	0.571097152348834	-0.0053776921905806	0.0094924654434484	0.8167544862831634
DE(18:2)	ADA2010_Cat	0.479821605902475	0.0077591477504732	0.0109792377910074	0.7634831194407845
DE(20:4)	ADA2010_Cat	0.6494619447208819	-0.0062734835265351	0.0138008377137441	0.8685630916418566
DE(20:5)	ADA2010_Cat	0.396937502170538	-0.0240156570649153	0.028344744570732	0.7171643602132806
DE(22:6)	ADA2010_Cat	0.3393505211026851	0.0256092245610417	0.026797454027726	0.6642946521585581
deDE(18:2)	ADA2010_Cat	0.1174228904098889	0.0729117655890533	0.0465502459598604	0.4126340253089054
methyl-CE(18:0)	ADA2010_Cat	0.3917459004548778	0.0110413940036048	0.0128894035530465	0.7171643602132806
methyl-CE(18:1)	ADA2010_Cat	0.0628715243482698	-0.0122075907042872	0.0065595164681747	0.2926346717508714
methyl-CE(18:2)	ADA2010_Cat	0.1324736231018941	0.0076368064728694	0.0050743522810747	0.4363218538673496
methyl-CE(20:4)	ADA2010_Cat	0.0060401964124864	-0.0178220215203618	0.0064847890110049	0.0849722546163341
methyl-CE(22:6)	ADA2010_Cat	0.1847083831466874	0.0521888122060313	0.0393338669923596	0.4962642747101383
methyl-DE(18:1)	ADA2010_Cat	0.9295651188714572	-0.0010748505843815	0.012158638940239	0.9828419704246455
methyl-DE(18:2)	ADA2010_Cat	0.9719301882432446	0.0003733612182872	0.0106093874322442	0.9941718792906696
dimethyl-CE(18:1)	ADA2010_Cat	0.7647968024137883	-0.0018171974896809	0.0060730113806092	0.911879145173417
dimethyl-CE(18:2)	ADA2010_Cat	0.7328879974761389	0.0018297032841373	0.0053605101777059	0.8980251310646005
dimethyl-CE(20:4)	ADA2010_Cat	0.4329549001874059	-0.0049610794701331	0.0063255644163779	0.7369721318564743
dimethyl-CE(22:6)	ADA2010_Cat	0.9321183982973338	0.0021874269522177	0.0256771295262965	0.9828419704246455
FA(14:0)	ADA2010_Cat	0.0112769489029819	-0.0153980971114886	0.0060714339010861	0.1341171043093618
FA(16:0)	ADA2010_Cat	0.2449178554485134	0.0043554771320523	0.0037447276191622	0.571016348377152
FA(16:1)	ADA2010_Cat	0.1339206584373604	-0.0122805501706313	0.0081904367502688	0.4392329692571657
FA(17:0)	ADA2010_Cat	0.9837593744841182	0.0001132985253041	0.005565212757548	0.9941718792906696
FA(17:1)	ADA2010_Cat	0.4598664562141844	-0.0045320616388798	0.0061310541987459	0.7580827468784762
FA(18:0)	ADA2010_Cat	0.1971556589096678	0.0068668102006911	0.0053227311760855	0.5162119775868274
FA(18:1)	ADA2010_Cat	0.0557633508366794	-0.0115961171804567	0.0060588856239753	0.2822169585027067
